,case_id,Authority,Betrayal,Care,Degradation,Fairness,Freedom,GEOID,Harm,Injustice,Loyalty,Oppression,Purity,Subversion,for_sah,is_vivid,retweet_count,screen_name,text,user_id,month,day,year,clf_unemploy_pct,cvap,demgov,female_pct,lesscollege_pct,lesshs_pct,mask_score,median_hh_inc,net_dem_gov_votes,net_dem_president_votes,parent,repgov,ruralurban_cc,urm_pct,is_blue,deaths,cases
1318,5261,0,0,0,0,0,0,24033,0,0,0,0,0,1,1,0,0.0,JAPITTER,"Let's be honest... Government &amp; State leaders are heartless and insane for reopening too soon but so are the #COVIDIDIOTS
who listened to them.
. those who protest for #reopening ... Sorry I don't feel sorry for any of them. #COVID__19
https://t.co/Wu1ae9Hk3t",32919802,6,16,2020,6.0,9.0,8.0,9.0,1.0,5.0,8.0,9.0,9.0,9.0,2404,7.0,1.0,9.0,1.0,644.0,17499.0
1319,5267,0,0,0,0,0,0,48215,0,0,1,0,0,0,1,0,5.0,Mchi_Yearbook,Please stay home and help us flatten the curve so we can get back to normal. @McHiPride https://t.co/7sYnRcfzrN,2711940375,6,16,2020,7.0,9.0,8.0,7.0,5.0,9.0,9.0,1.0,9.0,9.0,4815,7.0,2.0,9.0,1.0,15.0,1112.0
1320,5272,0,0,0,0,0,0,39093,1,0,0,0,0,0,1,0,0.0,PattiSm09371703,"@GovMikeDeWine It's bad this Covid19, more people are dieing everyday, I mean the numbers have gone up, hundreds everyday ate dying are you want to open more stuff, it's not safe",1255101885318664194,6,16,2020,6.0,9.0,8.0,6.0,2.0,3.0,4.0,7.0,0.0,8.0,3909,8.0,1.0,6.0,1.0,63.0,807.0
1322,5285,0,0,0,0,0,1,36059,0,0,0,0,0,0,0,0,0.0,RastelliMichael,They really think where that stupid. Insulting to say the least. Let them lockdown we enjoy our Freedom. Cut the locks https://t.co/Do2YOW8Zgm,759587423940739073,6,16,2020,3.0,9.0,8.0,8.0,0.0,2.0,9.0,9.0,9.0,9.0,3604,8.0,1.0,7.0,1.0,2170.0,41290.0
1323,529,0,0,1,0,0,0,48201,0,0,0,0,0,0,1,0,0.0,luesanchezr,@ashnicole331 Look at it this way : will keep us alive one more week safe at home away from Corona Virus !!!,51246335,3,25,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,5.0,185.0
1324,530,1,0,1,0,0,0,51065,1,0,0,0,0,0,1,0,0.0,rothomp3,"@illinidiva12 Except people there are actually respecting the lockdown, and they really are on total lockdown. So stop ignoring that. This is a real thing. You need to take it seriously. 20% of everyone who gets it needs the hospital, regardless of age. If hospitals are full, more people die.",26087420,3,25,2020,3.0,5.0,0.0,9.0,1.0,3.0,9.0,9.0,8.0,6.0,5105,0.0,3.0,6.0,0.0,0.0,1.0
1325,5300,0,0,0,0,0,0,6037,0,0,1,0,0,0,1,0,7.0,ladybuggedhc,"As tempting as it is to get out, exercising a bit more patience and staying home is really the best for the health of our communities.
*Unless your protesting your ass off! #WearAMask  #BlackLivesMattters #ICantBreathe #EndRacism #protests #StayAtHome 
(SO proud of my kids) https://t.co/6R8TkvbA4o",4755997993,6,17,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,2992.0,77260.0
1326,5306,0,0,0,0,0,0,4013,0,0,0,0,0,1,1,1,1.0,moniqueruizz,I spent my whole day outside a hospital today. please take the corona serious. this shit is no joke. Im losing respect for so many of yall that are still going out. STAY TF HOME!!! &amp; yes Im fine.,261893975,6,17,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,579.0,22272.0
1329,533,0,0,1,0,0,0,8005,0,0,0,0,0,0,1,0,0.0,PeytonDrewDak,"""We don't really know how many people have coronavirus. So stay home.""  https://t.co/6oYqFdr9HI",2920090255,3,25,2020,3.0,9.0,8.0,6.0,0.0,1.0,8.0,9.0,9.0,9.0,0806,8.0,1.0,7.0,1.0,1.0,88.0
1330,5330,0,0,0,0,0,1,21111,0,0,0,0,0,0,0,0,2.0,wyldcat515,"@BetterWay16 @clay_albright @ChuckCallesto No, if youre scared of catching it the YOU stay home. Let the rest of us live our lives.",309411570,6,17,2020,5.0,9.0,0.0,8.0,1.0,3.0,7.0,6.0,8.0,9.0,2103,0.0,1.0,7.0,1.0,182.0,3451.0
1331,5336,0,0,1,0,0,0,24029,0,0,0,0,0,0,1,0,0.0,AltBadDude,"Tump &amp; #Teamtrump are #willfullyIGNORANT #COVIDIOTS #coronavirus #COVID19 #Covid_19  is forever #TrumpVirus #Blametrump 4 #CoronavirusPandemic &amp; 4 every death!!! #winning !?!?

#WheresMyFreeTest
 #StayHomeStayHealthy #StayHomeSaveLives https://t.co/AwrUzptMPH",828064979542765568,6,17,2020,3.0,4.0,4.0,9.0,1.0,4.0,9.0,7.0,3.0,8.0,2401,4.0,6.0,6.0,0.0,24.0,192.0
1332,5337,0,0,1,0,0,0,4019,0,0,0,0,0,0,1,0,4.0,RosannaGabaldon,"Stay Home. Stay Healthy. Keep AZ Safe. #MaskUp #StayHomeStaySafe 

https://t.co/kfdFsCalko",25640802,6,17,2020,7.0,9.0,8.0,6.0,1.0,4.0,9.0,5.0,9.0,9.0,0403,8.0,2.0,8.0,1.0,229.0,4385.0
1333,5338,0,0,1,0,0,0,24029,0,0,0,0,0,0,1,0,0.0,AltBadDude,"Tump &amp; #Teamtrump are #willfullyIGNORANT #COVIDIOTS #coronavirus #COVID19 #Covid_19  is forever #TrumpVirus #Blametrump 4 #CoronavirusPandemic &amp; 4 every death!!! #winning !?!?

#WheresMyFreeTest
 #StayHomeStayHealthy #StayHomeSaveLives https://t.co/vy5Dt9Lk1r",828064979542765568,6,17,2020,3.0,4.0,4.0,9.0,1.0,4.0,9.0,7.0,3.0,8.0,2401,4.0,6.0,6.0,0.0,24.0,192.0
1334,534,0,0,1,0,0,0,48121,0,0,0,0,0,0,1,0,0.0,WitchyAlisha,"But if you don't have to work.  If your job isn't essential to keeping pets and humans alive, please stay home.  I don't want to be the nameless truck driver from ""The Stand""",894007992592596992,3,25,2020,2.0,9.0,8.0,6.0,0.0,1.0,9.0,9.0,0.0,0.0,4826,8.0,1.0,7.0,0.0,0.0,70.0
1335,5342,0,0,0,0,0,0,6037,0,0,0,1,0,0,0,0,0.0,greity,"Am I afraid of serious illness and death? Nope!
But am I fraid of corrupt politicians and government exploiting peoples fear to keep us in perpetual lockdown??? Absolutely! https://t.co/26SZyaXcBv",20962039,6,17,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,2992.0,77260.0
1336,5346,0,0,1,0,0,0,24029,0,0,0,0,0,0,1,0,0.0,AltBadDude,"Tump &amp; #Teamtrump are #willfullyIGNORANT #COVIDIOTS #coronavirus #COVID19 #Covid_19  is forever #TrumpVirus #Blametrump 4 #CoronavirusPandemic &amp; 4 every death!!! #winning !?!?

#WheresMyFreeTest
 #StayHomeStayHealthy #StayHomeSaveLives https://t.co/1xRNAvphP8",828064979542765568,6,17,2020,3.0,4.0,4.0,9.0,1.0,4.0,9.0,7.0,3.0,8.0,2401,4.0,6.0,6.0,0.0,24.0,192.0
1338,5356,0,0,1,0,0,0,48201,0,0,0,0,0,0,1,0,0.0,SaintJonaa,If youre sick stay home,496759004,6,17,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,463.0,18157.0
1339,536,0,0,1,0,0,0,36061,0,0,0,0,0,0,1,0,0.0,WPalmerCurl,"@CincyBuckeye @FierceFrankie1 Thats why its important to stay the fuck home, whomever is able to do so. We MUST slow down this spread to reduce suffering and save lives.",3306497440,3,25,2020,5.0,9.0,8.0,9.0,0.0,5.0,9.0,9.0,9.0,9.0,3613,8.0,1.0,8.0,1.0,78.0,3520.0
1340,5365,0,0,0,0,0,1,55079,0,0,0,0,0,0,0,0,1.0,BrewCityEmpire,@WinksThinks No one is buying the COVID 2.0 scam. Stay home and wear your mask snowflake. Let grown ups live our lives,2281852331,6,17,2020,6.0,9.0,8.0,8.0,1.0,5.0,5.0,4.0,9.0,9.0,5504,8.0,1.0,8.0,1.0,386.0,9750.0
1341,5367,0,1,1,0,0,0,48439,0,0,0,0,0,0,1,1,0.0,EleanorMCzajka,The safest thing to do is just stay home and order delivery or go pick up meals from your favorite restaurant. When did dining out go from a luxury to a necessity? Americans today have no self control and no sense of short term self sacrifice for the good of the community. https://t.co/7IHGB34hDq,742753219995009024,6,17,2020,3.0,9.0,8.0,7.0,1.0,5.0,8.0,8.0,0.0,0.0,4833,8.0,1.0,8.0,0.0,248.0,8099.0
1342,5372,0,0,0,0,0,0,6037,1,0,0,0,0,0,1,0,0.0,Progress_orDie,@SokeyDokey @TheScottCharles @drjasonfung If you cant wear a mask stay the hell home. Pretty simple. People are dying.,205240369,6,20,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,3112.0,81709.0
1343,5378,0,0,1,0,0,0,6097,0,0,0,0,0,0,1,0,0.0,RMGaustad,"@crampell Thats because we old folks want to live, so we stay home as much as possible, and wear masks when we go out.",3277172780,6,20,2020,5.0,9.0,8.0,7.0,0.0,5.0,9.0,9.0,9.0,9.0,0605,7.0,2.0,7.0,1.0,4.0,835.0
1344,5379,0,0,1,0,0,0,51013,0,0,0,0,0,0,1,1,0.0,taylorcarson,"Just let the players live their lives like the rest of us and stay out of harm's way. I would love to have hockey back, but its just a bad idea at this point. The world is upside down. The players should stay at home with their families.#canceltheplayoffs https://t.co/c5a9n225F8",18137575,6,20,2020,1.0,9.0,0.0,4.0,0.0,0.0,9.0,9.0,8.0,9.0,5108,0.0,1.0,7.0,1.0,126.0,2405.0
1345,538,0,0,1,0,0,0,40109,1,0,0,0,0,0,1,0,2.0,Okiefaith,Oklahoma today: 164 positive cases. 59 hospitalized and 5 deaths.  #coronavirus #uglynumbers #Oklahoma #StayHome #StayWell,112812074,3,25,2020,3.0,9.0,8.0,7.0,1.0,5.0,5.0,5.0,1.0,0.0,4005,8.0,1.0,7.0,0.0,2.0,55.0
1347,5388,0,0,1,0,0,0,41003,0,0,0,0,0,0,1,0,0.0,BrandynJasa,@nickdaschel Stay home save lives. Nick,2428021142,6,20,2020,6.0,7.0,8.0,2.0,0.0,0.0,9.0,7.0,9.0,9.0,4104,7.0,3.0,4.0,1.0,5.0,68.0
1348,539,0,0,0,0,0,0,15003,1,0,0,0,0,0,1,0,0.0,drloriandersen,Stay home. Heartbreaking news from New York. https://t.co/z1uwaw2HAd,16394461,3,25,2020,2.0,9.0,8.0,2.0,0.0,2.0,9.0,9.0,9.0,9.0,1501,8.0,2.0,5.0,1.0,0.0,58.0
1349,5393,0,0,1,0,0,0,4013,0,0,0,0,0,0,1,0,1.0,xo_clarissaa,I want to join a gym but COVID is ruining my plans. Stay home and stay safe ,798530527,6,20,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,633.0,28303.0
1350,541,0,0,0,0,0,0,4013,1,0,0,0,0,0,1,0,1.0,sddphoto,The country will be opened up for continuous funerals https://t.co/95dNThIsQt,1598812760,3,25,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,2.0,251.0
1351,5427,0,0,1,0,0,0,45063,0,0,0,0,0,0,1,0,0.0,stacykornski,@CNN These kids need to stay home this year... let them be healthy,239809074,6,20,2020,5.0,9.0,8.0,7.0,1.0,3.0,7.0,7.0,0.0,0.0,4502,8.0,2.0,6.0,0.0,42.0,1451.0
1353,544,0,0,0,0,0,0,48439,1,0,0,0,0,0,0,0,0.0,lex_theewave,"If people who are positive of the coronavirus have to stay home with their families, their family is bound to catch it because of self-quarantine. So my thing is is being in quarantine with someone who is positive really actually gonna make number of cases go down ?",703696766110027776,3,25,2020,3.0,9.0,8.0,7.0,1.0,5.0,8.0,8.0,0.0,0.0,4833,8.0,1.0,8.0,0.0,1.0,90.0
1354,5445,0,0,0,0,0,0,6037,1,0,0,0,0,0,1,0,0.0,keilynxr,"Even though everything is opening back up, the virus is still here and daily cases are at the all time high. If you are sick STAY HOME! The club can wait. Its not worth putting others at risk just because your symptoms arent life threatening.",25604600,6,20,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,3112.0,81709.0
1355,545,1,0,1,0,0,0,20173,1,0,0,0,0,0,1,0,0.0,TroyPar08815332,@SedgwickCounty Curfews!! More tighter restrictions!! You idiots are going to see this number grow because the public are too stupid to take this serious. A stay at home order is just that!! Not a fucking vacation. https://t.co/aiyF1ct0yW,1131072578993434626,3,25,2020,3.0,9.0,8.0,5.0,1.0,3.0,5.0,6.0,2.0,0.0,2004,8.0,2.0,6.0,0.0,0.0,11.0
1356,5450,0,0,1,0,0,0,36047,0,0,0,0,0,0,1,0,0.0,tony_charm,I am so concerned for my florida friends.m and family. Please be safe- just stay home if you can.,42146645,6,20,2020,7.0,9.0,8.0,9.0,0.0,8.0,8.0,6.0,9.0,9.0,3609,8.0,1.0,9.0,1.0,7112.0,59560.0
1357,5455,0,0,0,0,0,0,48085,1,0,0,0,0,0,1,1,2.0,lyssmarflo,My uncles bestfriend died this morning due to covid bc yall wanna fuck around.. stay the hell home. https://t.co/2yu6sLpn3r,849811803781681152,6,20,2020,1.0,9.0,8.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,4803,8.0,1.0,7.0,0.0,38.0,2064.0
1359,5459,0,1,0,0,0,0,12101,1,0,0,0,0,0,1,0,0.0,project_talk,"UNFUCKING BELIEVABLE! U mother fuckers need to stay home. STAY THE FUCK HOME!..... PEROID AT THIS POINT U DESERVE TO GET IT WITH EVERYTHING WE KNOW. Come on already. NO SYMPATHY, MAY THE BEST IMMUNE SYSTEM WIN!!!! 
Yea Im tired of this shit, cause u guys are making things worse https://t.co/ZrIzXDbyJC",40785438,6,20,2020,6.0,9.0,8.0,8.0,3.0,4.0,8.0,4.0,2.0,0.0,1212,8.0,1.0,6.0,0.0,17.0,750.0
1360,5460,0,1,0,0,0,0,6037,1,0,0,0,0,0,1,0,1.0,neelshah,Masks NEED to be worn. Im tired of hearing but my freedom and then the economy is suffering yet cases are increasing. You will see business closing and stay at home happening if this continues. People are dying &amp; the selfish mindset is letting it happen. Please be smart. https://t.co/hbuwZKEh7a,10904942,6,20,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,3112.0,81709.0
1362,5497,0,0,0,0,0,1,53077,0,0,0,0,0,0,0,0,0.0,SunandSipCups,"@politklwaitress Finally.

As s #chronicillness girl, early on everyone in Yakima said, ""if you're scared of #COVID19 stay home, we want freedom to go out."" So, now, I say, ""if you're scared, thinking wearing a mask is 'dangerous,' stay home, let the rest have freedom to open up safely.""",255566443,6,20,2020,7.0,8.0,8.0,3.0,7.0,9.0,9.0,4.0,1.0,1.0,5304,8.0,3.0,9.0,0.0,132.0,6291.0
1363,5514,0,0,1,0,0,0,17031,0,0,0,0,0,0,1,0,0.0,wallace61,This family is now suffering from a loss of a child. Stop the shooting. Stop the violence. Racism is among our own people.  Covid19 is also killing our people of Color. So far few cases from protesters. Keep watching. Stay home save lives. Stay safe. https://t.co/aF3KiRDPQB,15542613,6,21,2020,8.0,9.0,8.0,8.0,0.0,5.0,8.0,8.0,9.0,9.0,1707,8.0,1.0,9.0,1.0,4404.0,87177.0
1364,5518,0,0,0,0,0,0,48085,1,0,0,0,0,0,1,1,1.0,lyssmarflo,IF SOMEONE ELSE DIES IN MY FAMILY-BC YALL WANNA PUSSY POP-AND BE IRRESPONSIBLE-I WILL FUCKING FREAK OUT. STAY YA ASSES AT HOME. https://t.co/e9SBPJXhHw,849811803781681152,6,21,2020,1.0,9.0,8.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,4803,8.0,1.0,7.0,0.0,38.0,2189.0
1365,5523,0,0,1,0,0,0,41035,1,0,1,0,0,0,1,0,0.0,2muchsmooth,"@SethAbramson Weird how people are willing to die for this bs. Stay home wear a mask, be brave, don't jump off a cliff because the idiots want the economy back! Just say no. The real war is saving our parents and grandparents!",462596727,6,21,2020,9.0,7.0,6.0,3.0,4.0,4.0,6.0,3.0,0.0,1.0,4102,7.0,5.0,5.0,0.0,0.0,88.0
1366,553,0,0,1,0,0,0,41051,0,0,0,0,0,0,1,1,0.0,FancyJenkins,Advice from Italian family: stay home. Stay home.,1932903091,3,25,2020,6.0,9.0,8.0,5.0,0.0,2.0,9.0,8.0,9.0,9.0,4103,8.0,1.0,6.0,1.0,2.0,33.0
1367,5530,0,0,1,0,0,0,21111,0,0,0,0,0,0,1,0,0.0,iamkpmagan,"STAY HOME, SAVE LIVES

Jacky Wright

@jackywright 

AND......

Why not live life wrighteous?! And live Wrighteous in the dark

CHECK OUT

WRIGHTEOUS

https://t.co/Gu9Q38OiOu @ https://t.co/nc9tAWpDeT",50453947,6,21,2020,5.0,9.0,0.0,8.0,1.0,3.0,7.0,6.0,8.0,9.0,2103,0.0,1.0,7.0,1.0,184.0,3582.0
1368,5531,0,0,1,0,0,0,27053,0,0,0,0,0,0,1,0,0.0,jtfarnsworth,Its going to be a long summer. Sigh. Please stay safe and stay home from bars right now. Its not worth it for a whole bunch of reasons. https://t.co/7dKCjThwQo,33344173,6,21,2020,2.0,9.0,8.0,6.0,0.0,1.0,7.0,9.0,9.0,9.0,2705,8.0,1.0,6.0,1.0,747.0,10830.0
1369,554,0,0,0,0,0,0,6037,1,0,0,0,0,0,1,0,1.0,plasticmartyr,"Y'all it's not that bad having to stay quarantined at home. Stop being such spoiled little brats and complaining about how hard this is for you....the alternative is you &amp; everyone you love getting sick &amp; possibly dying. so shut up and go watch porn or sleep. 
#QurantineLife",18238409,3,25,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,13.0,812.0
1370,5541,0,0,0,0,0,0,6099,0,0,0,1,0,0,0,0,0.0,StruxMel,@Tochter3of4 @GavinNewsom I am at high risk.  I REFUSE TO WEAR ONE they are more harmful then helpful.  You stay home then.  It is nothing but control #RecallGavin2020,505321652,6,21,2020,9.0,9.0,8.0,5.0,6.0,8.0,8.0,6.0,9.0,9.0,0610,8.0,2.0,9.0,1.0,35.0,1599.0
1371,5542,0,0,1,0,0,0,39035,0,0,0,0,0,0,1,0,0.0,lkwdcitizen,"Stay Home, Stay Safe, @THEPHANTASY will be back. #lakewoodohio @ Phantasy Nightclub https://t.co/CldGiKeeSb",26090228,6,21,2020,8.0,9.0,8.0,9.0,1.0,4.0,7.0,4.0,0.0,9.0,3911,8.0,1.0,8.0,1.0,338.0,5633.0
1373,556,1,0,0,0,0,0,48453,0,0,0,0,0,0,1,0,0.0,StephenJosiah13,@AmandaMarcotte Counterpoint: listen to the experts and stay the fuck home,304005327,3,25,2020,2.0,9.0,8.0,2.0,0.0,4.0,9.0,9.0,9.0,9.0,4835,8.0,1.0,8.0,1.0,0.0,98.0
1374,5568,0,0,0,0,0,1,1073,0,0,0,0,0,0,0,0,0.0,PunisherCoachOL,"The goalposts keep moving:

-flatten the curve

-staged opening for safety

-no one ever gets sick

-until we get a vaccine

-next year

(Unless you're a protestor, you're alright)

Naw man, I'm done. Live your life &amp; I'll live mine. https://t.co/eJiivSByc0",700798008846217216,6,21,2020,6.0,9.0,8.0,9.0,1.0,3.0,7.0,5.0,6.0,9.0,0106,8.0,1.0,9.0,1.0,125.0,3048.0
1375,5582,0,0,0,0,0,0,26125,0,0,1,0,0,0,0,0,0.0,JordanAckerMI,@BrentSirota I think this is sort of unfair. We did not give up. People gave the government 3 months of lockdown to get their act together. Our governor did. What were the feds doing? You can only expect people to do so much lockdown if there is zero plan.,3295285493,6,21,2020,4.0,9.0,8.0,8.0,0.0,0.0,9.0,9.0,0.0,9.0,2611,8.0,1.0,6.0,1.0,1077.0,11685.0
1376,559,0,0,0,0,0,0,48167,1,0,0,0,0,0,1,1,2.0,SWilliams_MD,"@BilalFarhanMD Not best pic but nor is conclusion. Conservative numbers estimate only 0.02% people (only 1 out of 50) who need ventilator will get one.  stay home, donate PPE to health care providers. No more housekeepers like my neighbors continue use.  Think! #SocialDistancing #stayhome https://t.co/KfIzglC4K2",922370785200738305,3,25,2020,5.0,9.0,8.0,5.0,1.0,4.0,7.0,9.0,0.0,0.0,4814,8.0,1.0,8.0,0.0,0.0,22.0
1377,5590,1,0,1,0,0,0,6075,0,0,0,0,0,0,1,0,0.0,JoForDCCC,"You stay safe, do from home since you are respecting human life and physically distancing and using mask https://t.co/5OWQ5g8VwL",528857784,6,21,2020,4.0,9.0,8.0,1.0,0.0,4.0,9.0,9.0,9.0,9.0,0612,7.0,1.0,6.0,1.0,47.0,3058.0
1379,5593,0,0,1,0,0,0,11001,0,0,0,0,0,0,1,0,1.0,RalienBekkers,"Dont go flying for vacation, keep on wearing masks in public spaces, stay home as much as possible, keep distance at protests. Dont act like things are back to normal. Opening up economy (key word: economy) doesnt mean people are safe. #StayHomeStaySafe https://t.co/7WMFB7anEn",184385983,6,22,2020,7.0,9.0,0.0,9.0,0.0,3.0,9.0,9.0,8.0,9.0,1198,0.0,1.0,9.0,1.0,535.0,10058.0
1380,5595,0,0,0,0,0,0,39035,0,0,1,0,0,0,1,0,0.0,rjpisciotti59,https://t.co/aAsbN9Qx7S Stay home .. stay safe for your wife and your son. No reason to jeopardize the health of your family..50-60 games not worth it... 2021 will be here before you no it..,37470249,6,22,2020,8.0,9.0,8.0,9.0,1.0,4.0,7.0,4.0,0.0,9.0,3911,8.0,1.0,8.0,1.0,339.0,5734.0
1381,56,0,0,1,0,0,0,36103,0,0,0,0,0,0,1,0,0.0,PeterWolfinger,"Don't Want Coronavirus? Stay The Fuck Home! 
#CoronavirusOutbreak #coronavirus",888161930183147521,3,8,2020,4.0,9.0,8.0,6.0,0.0,3.0,9.0,9.0,2.0,0.0,3601,8.0,1.0,7.0,0.0,0.0,1.0
1383,563,0,0,0,0,0,0,32003,1,0,0,0,0,0,1,0,0.0,TheRealXMoney,If @realDonaldTrump opens this country by April 12. #coronavirus will destroy 1/3 of America population and causing irreparable damage for generations to come. Money is not everything.,383759610,3,26,2020,8.0,9.0,8.0,3.0,2.0,6.0,9.0,7.0,0.0,9.0,3201,8.0,1.0,8.0,1.0,6.0,350.0
1384,5632,0,0,0,0,0,0,6037,1,0,0,0,0,0,1,0,0.0,Milliemariemedi,@DGListens2Stuff @queerdivorcee @dvlmage @DanielSQuinlan @filmaroni @ShayMay_ Except youre still putting them at risk simply because you want a mozzarella stick or some other stupid shit! STAY THE F HOME,987469634,6,22,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,3137.0,86017.0
1387,567,0,0,0,0,0,0,31055,1,0,0,0,0,0,1,0,0.0,jennawren1672,@omaha_scanner @NEDHHS Stay home you stupid idiots!! You're risking the lives of the doctors and nurses who are supposed to care for your dumb asses!,4709968512,3,26,2020,2.0,9.0,8.0,6.0,0.0,3.0,5.0,8.0,1.0,9.0,3102,8.0,2.0,7.0,1.0,0.0,44.0
1388,5672,0,0,0,0,0,1,17031,0,0,0,0,0,0,0,0,0.0,The_Happy_Tory,@political_LP @chicagosmayor @JamesCappleman @GovPritzker Stop the #fearporn Let people live #FlattenTheCurve intended to ensure the health system was not overwhelmed.  Chicago need jobs to pay your damn taxes. #openchicagonow #openillinoisnow #jobsnow #chicagoscrewed https://t.co/s53fmlwKvL,155688259,6,22,2020,8.0,9.0,8.0,8.0,0.0,5.0,8.0,8.0,9.0,9.0,1707,8.0,1.0,9.0,1.0,4423.0,87424.0
1389,5675,0,0,0,0,0,0,41051,0,0,0,0,1,0,1,0,0.0,_littlegedi,The Lord will accept ur prayers no matter where youre @. Stay @ home! https://t.co/pqaHM95D2D,740369357692239873,6,22,2020,6.0,9.0,8.0,5.0,0.0,2.0,9.0,8.0,9.0,9.0,4103,8.0,1.0,6.0,1.0,68.0,1849.0
1390,568,0,0,1,0,0,0,48325,0,0,1,0,0,0,1,0,1.0,GoodieMorales,"This virus doesnt discriminate. All signs and reports tell us that age doesnt matter in the least bit. Stay home and take care of yourselves, but more importantly, be cognizant of the people around you",407336702,3,26,2020,3.0,6.0,4.0,0.0,4.0,7.0,9.0,8.0,1.0,2.0,4823,5.0,1.0,9.0,0.0,0.0,1.0
1392,571,1,0,0,0,0,0,6037,0,0,0,0,0,0,1,0,0.0,PattyChocMilk,"A dr begs the greedy . Don't listen to the . Listen to the dr. Stay home, people. Just that home.

https://t.co/76mejIsdcx",22408532,3,26,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,21.0,1229.0
1393,5710,0,0,1,0,0,0,48355,0,0,0,0,0,0,1,0,0.0,therudygarcia,"@ashleevburns  I cant, everyone stay home, wear a maskslow the spread.",4875234732,6,22,2020,4.0,9.0,8.0,6.0,4.0,7.0,9.0,7.0,1.0,6.0,4827,8.0,2.0,9.0,0.0,6.0,633.0
1394,572,0,0,1,0,0,0,4013,0,0,1,0,0,0,1,0,0.0,AndinaYazzie,"@ABecenti Glad to hear this, we are in this together let's all stay home and stay safe.",717364765,3,26,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,2.0,299.0
1395,5726,0,0,1,0,0,0,36059,0,0,0,0,0,0,1,0,0.0,gateskenn,@horseychickstar Thats fair. So either stay home or go the the hospital. Its really that simple.,1502780461,6,23,2020,3.0,9.0,8.0,8.0,0.0,2.0,9.0,9.0,9.0,9.0,3604,8.0,1.0,7.0,1.0,2179.0,41544.0
1398,5731,0,0,0,0,0,0,48355,1,0,0,0,0,0,1,0,1.0,its_kaylan430,if youre being tested for COVID stay TF at home!!!!! you could be spreading it and not know! so wait for your results! and take care of yourself ,2700192998,6,23,2020,4.0,9.0,8.0,6.0,4.0,7.0,9.0,7.0,1.0,6.0,4827,8.0,2.0,9.0,0.0,6.0,742.0
1399,5738,0,0,1,0,0,0,48061,0,0,0,0,0,0,1,0,0.0,Javelinas1355,"Please wear your masks, stay safe. Stay home.",1153911918,6,23,2020,8.0,9.0,7.0,8.0,6.0,9.0,9.0,1.0,9.0,9.0,4834,7.0,2.0,9.0,1.0,49.0,1647.0
1400,5743,0,0,1,0,0,0,6059,0,0,0,0,0,0,1,0,0.0,Kamran78203705,Stay home stay safe,1190687246124376064,6,23,2020,4.0,9.0,8.0,5.0,0.0,6.0,9.0,9.0,0.0,9.0,0646,8.0,1.0,8.0,1.0,273.0,10737.0
1401,5745,0,0,0,0,0,1,36059,0,0,0,1,0,0,0,0,0.0,SayWhaaat16,"@lindale39160407 @BerningHeart @DavidAgStone @JoeBiden @BernieSanders The fact that many states didn't have large cases means lockdown didn't have to go on like it did. The Dem states dragging it out, ensuring businesses close for good. ppls whole lives of work are lost

Let ppl return to life so we can support ourselves, not rely on govt handouts",1128712802988904449,6,23,2020,3.0,9.0,8.0,8.0,0.0,2.0,9.0,9.0,9.0,9.0,3604,8.0,1.0,7.0,1.0,2179.0,41544.0
1402,5749,0,0,0,0,0,1,26161,0,0,0,0,0,0,1,0,0.0,igetbuckets_001,Yall go ahead and live freely like there isnt a whole ass virus still out there alive and well. But Imma stay home ,2545992472,6,23,2020,4.0,9.0,8.0,5.0,0.0,0.0,9.0,8.0,9.0,9.0,2612,8.0,2.0,6.0,1.0,103.0,1628.0
